MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Age,Garage_Age,RemodAge,TotalSF,TotalBath,TotalPorchSF,logSP
20,RL,105.0,9.328123407632566,Pave,<None>,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Gd,Gd,PConc,Gd,Gd,No,ALQ,0.36495754931045504,BLQ,2.78145327446464,-0.32694704581394896,1200,GasA,Ex,Y,SBrkr,0.26909387750326774,-0.8700861080477102,0,-0.541279256172217,1,0,2,0,3,1,Gd,6,Typ,0,<None>,Attchd,0.3246353106729959,RFn,2,521,TA,TA,Y,-0.9490260586845501,0.45204724915557437,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2007,WD,Normal,12,-0.2840110899483623,12,-0.11179320836052199,3.0,-0.9435349224584871,12.086731521684555
20,RL,0.0,9.13227071655426,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.109257630183561,TA,TA,PConc,Gd,TA,No,GLQ,0.6587178078241277,Unf,-0.3596623231834907,0.3004258651732546,1158,GasA,Gd,Y,SBrkr,0.18043427941251922,-0.8700861080477102,0,-0.6246286143904685,1,0,2,0,3,1,Gd,6,Typ,0,<None>,Attchd,0.3091525266280622,RFn,2,400,TA,TA,Y,0.9337924802519235,0.45204724915557437,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2009,WD,Normal,17,-0.07798930401681463,17,-0.21446279015552744,3.0,0.1107585995865922,12.06105265381003
120,RM,44.0,8.348774539791274,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,-0.8171343255986645,TA,TA,PConc,Gd,TA,No,ALQ,0.9415830562475609,Unf,-0.3596623231834907,-0.4803647146993051,1142,GasA,TA,Y,SBrkr,0.11157081607688259,-0.8700861080477102,0,-0.6892438854027956,1,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,0.22710204210844584,Fin,2,528,TA,TA,Y,1.3860700289269037,1.027938036630741,-0.40792062110509075,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,8,2007,WD,Normal,31,0.27406313167405116,31,-0.2714918851982506,2.5,1.8515054581715953,11.80560254159177
80,RL,92.0,8.843759381917984,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,1.135855302684226,TA,TA,CBlock,TA,TA,Av,BLQ,0.308238551956312,Rec,2.7811165969691873,0.029895403698097234,1062,GasA,Ex,Y,FuseF,0.6480930690613842,-0.8700861080477102,0,-0.1829502992875291,0,1,1,0,3,1,Gd,6,Min2,0,<None>,BuiltIn,0.1358486785665237,Unf,1,288,TA,TA,Y,1.039941728029179,-1.0703598832348913,2.4548074242017965,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2006,WD,Abnorml,48,0.5250572105819146,48,-0.09285775162682157,1.5,1.3949421663854438,11.775297421715829
60,RL,78.0,9.39366142910322,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.39995309733207,Gd,TA,PConc,Gd,TA,Av,GLQ,1.0021838733282267,Unf,-0.3596623231834907,-0.9704511346067256,1086,GasA,Ex,Y,SBrkr,-0.04835808580611603,1.168658666337299,0,0.8948300045101596,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,0.3401491808348666,RFn,2,592,TA,TA,Y,1.1059714077808116,0.942056136018714,-0.40792062110509075,0,3.401340534869002,0,<None>,<None>,<None>,0,6,2006,WD,Normal,8,-0.5230116963689764,8,0.6552855550938924,3.5,1.9297020562580272,12.54254845357358
85,RL,0.0,8.928110078202646,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,TA,TA,CBlock,Gd,TA,Av,GLQ,0.8606133604627909,Unf,-0.3596623231834907,-1.0380868464826525,888,GasA,Ex,Y,SBrkr,-0.6041959824106669,-0.8700861080477102,0,-1.3545034281547998,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,0.23731010208740658,RFn,2,470,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,3.4013323318284385,0,<None>,MnPrv,<None>,0,6,2007,WD,Normal,29,0.23533355365043254,29,-1.000986401014364,2.0,0.3618818075398232,11.95761769646754
50,RL,0.0,9.120962560824966,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,Rec,0.4620788588383301,Unf,-0.3596623231834907,0.06517119114281328,883,GasA,Gd,Y,SBrkr,-0.34932377511661883,1.0740094287912734,0,0.1417281687665429,1,0,1,0,3,1,TA,8,Typ,0,<None>,Detchd,0.04570743098421,Unf,1,240,TA,TA,N,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2008,WD,Normal,68,0.7208989334619208,26,-0.12808024348668198,2.0,-1.7028482440615262,11.884495917930655
85,RL,64.0,8.895903562215581,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.3912826766970547,Gd,TA,Slab,<None>,<None>,<None>,<None>,-1.3528794921740805,<None>,-0.3596623231834907,-2.0634069816011356,0,GasA,Ex,Y,SBrkr,-2.5543117247040454,1.2664414908550918,0,0.891613632226772,0,0,3,0,4,1,Gd,7,Typ,1,Ex,BuiltIn,0.36607475378556836,RFn,2,672,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,2.4538637335233515,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2009,ConLD,Normal,6,-0.6902261344556181,6,-0.8062396608863268,3.0,0.2842245844113979,12.198549416880068
160,RM,21.0,7.427144133408616,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.394243137169459,TA,TA,CBlock,TA,TA,No,ALQ,0.00883859872547538,Unf,-0.3596623231834907,-0.32965903959000875,483,GasA,Gd,Y,SBrkr,-2.632778942758905,1.0688557870326154,0,-1.1219268060962964,0,0,1,1,2,1,Gd,5,Typ,0,<None>,Detchd,0.20672723324635633,Unf,1,264,TA,TA,Y,1.1619936568638756,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2009,WD,Normal,37,0.37627145144799745,2,-1.5744357706087753,1.5,0.6331549635199888,11.678448377988165
60,RL,0.0,9.841665338892785,Pave,<None>,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.135855302684226,TA,TA,PConc,Gd,TA,Mn,GLQ,0.8076861752852892,Unf,-0.3596623231834907,-1.1943997387129066,796,GasA,TA,Y,SBrkr,-1.0618075488749972,1.1559483845724192,0,0.27821270602740095,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,0.22710204210844584,Fin,2,566,TA,TA,Y,1.2226653722848941,1.1271578601845929,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2006,WD,Normal,30,0.25503440542016753,30,-0.15260982568562814,3.5,1.253679241111496,12.154784614286667
70,RM,59.0,9.2771575450135,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,TA,Gd,CBlock,TA,Fa,No,Rec,0.5376973012283451,Unf,-0.3596623231834907,-0.6444272307778136,672,GasA,Gd,Y,FuseA,-1.5778185296051597,1.126116617819324,0,-0.20085235540977672,0,0,1,0,3,1,TA,6,Typ,0,<None>,Detchd,0.16614272926008278,Unf,1,468,TA,Fa,Y,-0.9490260586845501,1.1948190875756153,2.454333614031314,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2009,WD,Normal,89,0.48835020089423503,12,-0.6615495764455654,1.0,1.0116031074272334,11.898194668458824
20,RL,0.0,9.15915233520675,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,1.2760023399872518,TA,TA,CBlock,Gd,TA,No,BLQ,0.7098126332717563,Unf,-0.3596623231834907,0.6397291114976178,1394,GasA,Gd,Y,SBrkr,0.745259693288322,-0.8700861080477102,0,-0.09055051103268387,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,0.161085134287172,RFn,2,514,TA,TA,Y,-0.9490260586845501,0.9482827831917723,-0.40792062110509075,0,3.4013313694621243,0,<None>,<None>,<None>,0,7,2009,WD,Normal,46,0.5008650660765808,46,0.3888189069006943,2.5,0.6803574993438486,11.976665770490769
80,RL,101.0,9.121618441915379,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,1.3125701499480815,TA,TA,CBlock,Gd,TA,Gd,GLQ,0.4218530120399334,Unf,-0.3596623231834907,0.5413252430671707,1099,GasA,Gd,Y,SBrkr,0.8284468367698045,-0.8700861080477102,0,-0.011270846397948679,0,1,1,0,3,1,TA,6,Typ,1,Gd,Basment,0.15603097470433722,RFn,1,296,TA,TA,Y,0.7286471957068603,1.122867334084935,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,12,2008,WD,Normal,46,0.5008650660765808,46,0.06138390698954805,1.5,0.2682434831699647,12.013706813470414
20,RL,78.0,8.962007209588313,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.237498638609764,TA,TA,PConc,TA,TA,No,LwQ,0.636872258175482,Unf,-0.3596623231834907,0.5413252430671707,1268,GasA,Gd,Y,SBrkr,0.44429275421027453,-0.8700861080477102,0,-0.3760454172681685,0,0,1,0,2,1,TA,7,Typ,1,Gd,Attchd,0.11572130181712445,Fin,1,244,TA,TA,Y,-0.9490260586845501,1.0681731480758263,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2010,WD,Normal,56,0.6122119521412609,56,0.06923701330544076,1.0,-0.2062208490160643,11.790564777297387
20,RL,0.0,9.193295937366925,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,TA,Gd,CBlock,TA,TA,No,ALQ,-0.3243734491455567,Rec,2.7809952143769214,0.550116505746777,1063,GasA,Ex,Y,SBrkr,0.4915559512139991,-0.8700861080477102,0,-0.3313499510651218,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,0.3349744358033199,Fin,2,576,TA,TA,Y,1.2740214566095953,0.261642405021833,-0.40792062110509075,0,3.4013309176992146,0,<None>,<None>,<None>,0,3,2010,WD,Normal,51,-0.2366462403899511,4,-0.1800059075359784,2.0,1.6853924464993595,11.995357787034976
60,RL,0.0,9.002331708246244,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,TA,TA,PConc,Gd,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.909559402633224,953,GasA,Ex,Y,SBrkr,-0.4641541018506213,1.1371020381585337,0,0.4481065585178904,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,0.3505090387225904,RFn,2,460,TA,TA,Y,0.8751970014848166,0.6491405582822926,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,1,2006,WD,Normal,6,-0.6902261344556181,6,0.17410335724011541,2.5,0.07480003302799876,12.057578437658943
50,RL,80.0,9.748061059204817,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,-0.8171343255986645,TA,TA,CBlock,<None>,<None>,<None>,<None>,-1.3528794921740805,<None>,-0.3596623231834907,-2.0634069816011356,0,GasA,TA,Y,SBrkr,0.04970358030439012,1.053763794260275,0,0.3052247464446904,0,0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,0.30399850393684785,Fin,2,680,TA,TA,N,-0.9490260586845501,0.8296172856902272,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2008,WD,Normal,49,-0.07798930401681463,49,-1.3606789036777505,2.0,-0.5389169258497986,11.808821212646512
120,RL,50.0,8.878497403738631,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,-0.8171343255986645,TA,TA,CBlock,Gd,TA,No,ALQ,0.7238291275916474,LwQ,2.779548301948329,-2.0634069816011356,744,GasA,TA,Y,SBrkr,-1.2189922849631034,-0.8700861080477102,0,-1.916780102980618,1,0,1,0,2,1,TA,4,Typ,0,<None>,Attchd,0.2680169601126308,Unf,1,264,TA,TA,Y,1.2649918896425036,-1.0703598832348913,-0.40792062110509075,0,3.4012788619095673,0,<None>,MnPrv,<None>,0,2,2010,WD,Normal,26,0.17169820187323023,26,-1.5264141740151933,2.0,1.3363126156900715,11.736077016252436
20,RL,79.0,9.271905727634337,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,TA,TA,PConc,TA,TA,No,BLQ,0.501518592337037,LwQ,2.7805056409536304,-2.0634069816011356,608,GasA,TA,Y,SBrkr,0.5695911048392798,-0.8700861080477102,0,-0.2574419349222627,1,0,1,0,3,1,TA,5,Min2,0,<None>,Attchd,0.11069803438654012,Unf,1,270,TA,TA,Y,0.7388906840181618,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,GdWo,<None>,0,11,2009,WD,Normal,56,0.6122119521412609,56,-0.7984301429846536,2.0,-0.47151372961009924,11.719947764402807
60,RL,65.0,9.012011377036412,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Gd,TA,PConc,Gd,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.7425671248046568,847,GasA,Ex,Y,SBrkr,-0.8397538342447975,1.2162620943486127,0,0.9012534315686043,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,0.36607475378556836,Fin,2,434,TA,TA,Y,0.8751970014848166,0.7335278737319859,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2007,WD,Normal,4,-0.9191463733376205,3,0.3727981430858651,2.5,0.12255555752347201,12.299112067295642
30,RL,0.0,9.212438170058329,Pave,<None>,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,0.39012588225922507,Unf,-0.3596623231834907,-0.29740357491040853,683,GasA,Gd,N,FuseA,-0.632259103329872,-0.8700861080477102,0,-1.3803519307132304,1,0,0,1,1,1,Fa,4,Maj1,0,<None>,<None>,-4.092378378701407,<None>,0,0,<None>,<None>,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2009,WD,Normal,87,2.40132993269088,59,-1.362446712569792,1.5,-1.7028482440615262,11.0186455364637
85,RL,57.0,9.087833697483386,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Gd,TA,PConc,Gd,TA,Av,GLQ,0.30475142036959463,Unf,-0.3596623231834907,0.24901581251190782,870,GasA,Ex,Y,SBrkr,-0.5972189202649011,-0.8700861080477102,0,-1.3480742373920636,0,0,1,0,2,1,TA,5,Typ,0,<None>,Detchd,0.3401491808348666,Unf,2,576,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2006,WD,Normal,10,-0.5230116963689764,10,-1.0271504623055538,1.0,-1.7028482440615262,11.904974309480185
60,FV,102.0,9.318656515459642,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,-0.8171343255986645,Gd,TA,PConc,Gd,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,1.7407350216379551,1580,GasA,Ex,Y,SBrkr,1.1428500620340043,1.1792045045643595,0,1.66910104103222,0,0,3,0,4,1,Gd,8,Typ,1,Gd,Attchd,0.3712702419788715,RFn,2,610,TA,TA,Y,1.02274915815489,1.440318481397139,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,12,2007,WD,Normal,3,-1.0742144813951302,2,1.755120972060727,3.0,1.1067654212935074,12.73670383776449
20,RL,88.0,9.340929941679784,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,1.3354426917538689,Gd,TA,PConc,Ex,TA,Av,GLQ,1.2981715212456624,Unf,-0.3596623231834907,-0.10125041234412809,1856,GasA,Ex,Y,SBrkr,1.6534116187261054,-0.8700861080477102,0,0.7836879242321347,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,0.4025158348432836,Fin,3,834,TA,TA,Y,0.9145590618682367,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2010,New,Partial,0,-2.0986278134101255,0,1.4227013186792923,2.5,-0.09910545435464807,12.885204569609956
60,RL,60.0,9.002577922700276,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.5982565321972478,TA,TA,PConc,Gd,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.9535132564523106,982,GasA,Ex,Y,SBrkr,-0.2886905578492933,1.1581341001083314,0,0.689278016138961,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,0.3505090387225904,Fin,2,463,TA,TA,Y,0.8751970014848166,0.8602849887160153,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2009,WD,Normal,9,-0.45385107144650155,9,0.38143069416663367,2.5,0.20824881490614508,12.095146671399466
50,RL,50.0,8.517393171418904,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,None,-0.8171343255986645,TA,TA,BrkTil,TA,TA,No,LwQ,0.1477140787463779,Unf,-0.3596623231834907,0.6783630574845391,1026,GasA,TA,Y,SBrkr,-0.22919829268771533,1.1240688705830657,0,0.4974093489832283,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Detchd,-0.03348726554892515,Unf,1,308,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,2.4545221497275334,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2010,WD,Normal,86,0.8506699571937668,60,0.3007263524374319,2.0,0.5980689709503839,11.751950239425476
20,FV,60.0,8.881975184248867,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Gd,TA,PConc,Gd,Gd,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,1.387306801421151,1293,GasA,Ex,Y,SBrkr,0.5259340334355815,-0.8700861080477102,0,-0.29880732609385713,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,0.3816715965875489,RFn,2,572,TA,TA,Y,1.117530355817269,1.1680929862853957,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2006,New,Partial,0,-2.0986278134101255,0,0.14454134557375586,3.0,0.9789342372382448,12.142871895843887
60,RL,79.0,9.13194630454817,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Gd,TA,PConc,Gd,TA,Av,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.8880872283162312,939,GasA,Ex,Y,SBrkr,-0.5112795643175371,1.1731335095864874,0,0.6841435958163223,0,0,2,1,3,1,Gd,8,Typ,0,<None>,Attchd,0.3816715965875489,RFn,2,639,TA,TA,Y,0.9916324490785964,0.7796002654442027,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2007,WD,Normal,1,-1.5729704126478672,1,0.3244441692410748,2.5,0.38698728909063035,12.271396795480596
45,RH,60.0,9.105090961257085,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,TA,TA,BrkTil,Fa,Fa,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.638035892161971,784,GasA,TA,N,FuseA,-1.0861135574402585,-0.8700861080477102,0,-1.7959603811870122,0,0,1,0,2,1,TA,5,Typ,0,<None>,Detchd,0.09564880691973861,Unf,2,360,Fa,Fa,N,-0.9490260586845501,-1.0703598832348913,2.451005111478965,0,-0.2940036598327685,0,<None>,<None>,<None>,0,10,2009,WD,Normal,81,0.6415462543831002,59,-1.3961721027897092,1.0,-0.25943358114516996,11.23850177707664
60,RL,0.0,10.880082855015793,Pave,<None>,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,-0.8171343255986645,Gd,TA,PConc,Gd,TA,Av,GLQ,1.0226592399839007,Unf,-0.3596623231834907,0.294555009898075,1580,GasA,Ex,Y,SBrkr,-0.0689306421308763,1.1766295222261351,0,0.9411212689904768,1,0,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,0.3091525266280622,Fin,2,501,TA,TA,Y,1.117530355817269,1.4770143363270498,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2007,WD,Normal,15,-0.15197055844713597,15,1.2365711701018496,3.5,1.3487745669606297,12.388398368982116
120,RL,43.0,8.065579427282092,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.5982565321972478,Gd,TA,PConc,Gd,TA,No,GLQ,-0.6828513101943224,Unf,-0.3596623231834907,1.3069825475692658,1256,GasA,Ex,Y,SBrkr,0.446798016316289,-0.8700861080477102,0,-0.3736775492742773,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,0.3712702419788715,Fin,2,430,TA,TA,Y,0.9959773421358985,0.33392685974264713,-0.40792062110509075,0,3.4013220481632316,0,<None>,<None>,<None>,0,4,2010,WD,Normal,6,-0.6902261344556181,5,0.05483049331942343,2.0,0.8777936995211741,12.165255859329688
50,RL,58.0,9.037295651962438,Pave,<None>,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,-0.8171343255986645,TA,Fa,PConc,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.41472888877319164,658,GasA,TA,Y,SBrkr,-1.6450110705628276,1.0774925356089917,0,-0.5814212913536921,0,0,1,0,5,1,TA,8,Typ,0,<None>,<None>,-4.092378378701407,<None>,0,0,<None>,<None>,N,-0.9490260586845501,1.2735126908558554,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2006,WD,AdjLand,96,2.4006765562497487,10,-0.9330100119459631,1.0,0.14008044898799438,11.302216779257382
80,RL,72.0,8.881975184248867,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.2816487676111359,TA,TA,CBlock,TA,TA,Av,ALQ,0.7317302386296145,Unf,-0.3596623231834907,-0.10363429068653779,1041,GasA,Ex,Y,SBrkr,0.06387109201306775,-0.8700861080477102,0,-0.7339377546841175,1,0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,0.23220435031676664,Unf,1,352,TA,TA,Y,1.2127561850102444,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,GdWo,<None>,0,10,2009,WD,Abnorml,33,0.2924626212780522,33,-0.43939224535426585,2.0,0.8233422471297948,11.736077016252436
20,RL,93.0,9.146654820290049,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.1444391528069575,Gd,TA,PConc,Gd,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,1.6072133829406778,1468,GasA,Ex,Y,SBrkr,0.9331947639357427,-0.8700861080477102,0,0.08878513803231593,0,0,2,0,3,1,Gd,6,Typ,0,<None>,Attchd,0.3453273816152302,RFn,2,577,TA,TA,Y,0.9337924802519235,0.4342872122036038,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2008,WD,Normal,9,-0.45385107144650155,8,0.5809893225656975,2.0,0.10482527980579055,12.160033942617156
